latitude,longitude,lease,operator,fake_number
28.754556,-98.781753,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,85
28.856300,-98.172433,SIKA UNIT,EOG RESOURCES INCORPORATED,97
28.856217,-98.172381,SIKA UNIT,EOG RESOURCES INCORPORATED,47
28.739631,-98.548431,MERCURY UNIT,EOG RESOURCES INCORPORATED,51
28.754553,-98.781706,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,90
28.750061,-98.162687,WRIGHT-HENKE UNIT,MARATHON OIL EF LLC,4
28.785276,-98.124926,DEATLEY-HOLLUB UNIT,MARATHON OIL EF LLC,89
28.785334,-98.124859,DEATLEY-HOLLUB UNIT,MARATHON OIL EF LLC,86
28.749997,-98.162622,WRIGHT-HENKE UNIT,MARATHON OIL EF LLC,67
28.906343,-98.466764,CAT EYES UNIT,ABRAXAS PETROLEUM CORPORATION,85
28.785392,-98.124793,DEATLEY-HOLLUB UNIT,MARATHON OIL EF LLC,7
28.785447,-98.124726,DEATLEY-HOLLUB UNIT,MARATHON OIL EF LLC,73
28.685508,-98.414875,GAENZEL,MARATHON OIL EF LLC,65
28.828742,-98.228001,NIBLING EAST UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,26
28.828697,-98.228058,NIBLING WEST UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,73
28.685486,-98.414914,GAENZEL,MARATHON OIL EF LLC,19
28.702761,-98.578603,NEPTUNE UNIT,EOG RESOURCES INCORPORATED,44
28.702761,-98.578711,PLUTO UNIT,EOG RESOURCES INCORPORATED,30
28.782336,-98.468469,ERNEST UNIT,EOG RESOURCES INCORPORATED,39
28.685555,-98.414799,MCCOWEN MIDDLE,MARATHON OIL EF LLC,66
28.756173,-98.486741,PEACH UNIT,EOG RESOURCES INCORPORATED,40
28.914185,-98.274200,LECHWE UNIT,EOG RESOURCES INCORPORATED,69
28.807033,-98.316351,JAVELINA UNIT,EOG RESOURCES INCORPORATED,87
28.807108,-98.316419,JAVELINA UNIT,EOG RESOURCES INCORPORATED,3
28.807186,-98.316489,JAVELINA UNIT,EOG RESOURCES INCORPORATED,93
28.914108,-98.274267,CHACHALACA UNIT,EOG RESOURCES INCORPORATED,15
28.805089,-98.123386,CHAPMAN-PFEIL UNIT,MARATHON OIL EF LLC,50
28.805036,-98.123460,CHAPMAN-PFEIL UNIT,MARATHON OIL EF LLC,72
28.805142,-98.123314,CHAPMAN-PFEIL ALLOCATION,MARATHON OIL EF LLC,31
28.853097,-98.457281,KUHNEL UNIT,EOG RESOURCES INCORPORATED,6
28.853096,-98.457170,KUHNEL UNIT,EOG RESOURCES INCORPORATED,59
28.865154,-98.288841,STONE-SCHUBLE,GULFTEX ENERGY IV LP,56
28.702669,-98.552506,COMET UNIT,EOG RESOURCES INCORPORATED,93
28.774145,-98.551795,KASPER UNIT,ATLAS EAGLE FORD OPERATING CO LLC,2
28.774145,-98.551857,KASPER UNIT,ATLAS EAGLE FORD OPERATING CO LLC,65
28.702672,-98.553350,METEOR UNIT,EOG RESOURCES INCORPORATED,57
28.660161,-98.511581,WEED UNIT,EOG RESOURCES INCORPORATED,77
28.708848,-98.252419,MAY R `B`,MARATHON OIL EF LLC,20
28.708795,-98.252490,MAY R `B`,MARATHON OIL EF LLC,85
28.874436,-98.272750,SHARPTAIL B,EOG RESOURCES INCORPORATED,78
28.739033,-98.563828,EARTH UNIT,EOG RESOURCES INCORPORATED,5
28.822711,-98.582676,MOOS UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,62
28.822754,-98.582615,MOOS UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,40
28.659661,-98.281547,GUAJILLO UNIT 9 NORTH,MARATHON OIL EF LLC,39
28.659575,-98.281708,GUAJILLO UNIT 9 NORTH,MARATHON OIL EF LLC,21
28.659531,-98.281789,GUAJILLO UNIT 9 NORTH,MARATHON OIL EF LLC,63
28.659617,-98.281628,GUAJILLO UNIT 9 NORTH,MARATHON OIL EF LLC,26
28.771012,-98.268410,WALNUT,MURPHY EXPLORATION & PRODUCTION CO-USA,11
28.771056,-98.268350,WALNUT,MURPHY EXPLORATION & PRODUCTION CO-USA,65
28.874353,-98.272697,SHARPTAIL A,EOG RESOURCES INCORPORATED,32
28.763572,-98.476084,SAMUEL UNIT,EOG RESOURCES INCORPORATED,70
28.742028,-98.411867,TANGERINE UNIT,EOG RESOURCES INCORPORATED,14
28.713419,-98.662189,LAGUNILLAS CAMP,PETROEDGE OPERATING IV LLC,86
28.694590,-98.462700,PEELER RANCH,SEA EAGLE FORD LLC,31
28.852489,-98.444253,OSTRICH UNIT,EOG RESOURCES INCORPORATED,69
28.825511,-98.444772,SCHESKE,EOG RESOURCES INCORPORATED,81
28.825606,-98.444772,SCHESKE,EOG RESOURCES INCORPORATED,54
28.859987,-98.421895,BIGHORN UNIT,EOG RESOURCES INCORPORATED,63
28.801953,-98.553092,JASON UNIT,ATLAS EAGLE FORD OPERATING CO LLC,95
28.801899,-98.553092,JASON UNIT,ATLAS EAGLE FORD OPERATING CO LLC,75
28.725903,-98.600000,PEELER,CINCO OIL & GAS LLC,39
28.769828,-98.793836,SABRE CLIP UNIT,CABOT OIL & GAS CORPORATION,77
28.746897,-98.573788,PEELER NORTHEAST UNIT A,CINCO OIL & GAS LLC,44
28.849514,-98.503572,DHARMA UNIT,EOG RESOURCES INCORPORATED,48
28.746861,-98.573855,PEELER NORTHEAST UNIT B,CINCO OIL & GAS LLC,77
28.702042,-98.234853,MAY R `A`,MARATHON OIL EF LLC,35
28.702090,-98.234776,MAY R `A`,MARATHON OIL EF LLC,24
28.702138,-98.234700,MAY R `A`,MARATHON OIL EF LLC,54
28.684719,-98.238117,MAY R `B`,MARATHON OIL EF LLC,40
28.684765,-98.238040,MAY R `B`,MARATHON OIL EF LLC,29
28.796591,-98.262054,QUAIL,EOG RESOURCES INCORPORATED,71
28.769859,-98.793846,HAWKBILL UNIT,CABOT OIL & GAS CORPORATION,37
28.794451,-98.509048,HOBART UNIT,EOG RESOURCES INCORPORATED,96
28.751415,-98.165764,MAUCH UNIT,MARATHON OIL EF LLC,30
28.751481,-98.165821,MAUCH UNIT,MARATHON OIL EF LLC,64
28.751547,-98.165877,MAUCH UNIT,MARATHON OIL EF LLC,61
28.883725,-98.536974,STAFFORD-KERCHO,VIRTEX OPERATING COMPANY INCORPORATED,58
28.654028,-98.552676,PENNINGTON UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,85
28.759183,-98.515256,BANANA UNIT,EOG RESOURCES INCORPORATED,70
28.758633,-98.499531,ORANGE UNIT,EOG RESOURCES INCORPORATED,65
28.758928,-98.444700,MANGO UNIT,EOG RESOURCES INCORPORATED,14
28.754986,-98.437124,APRICOT UNIT,EOG RESOURCES INCORPORATED,1
28.651328,-98.799849,SIEGELE,CARRIZO EAGLE FORD LLC,81
28.757900,-98.742750,DAVIS MATT JR,CABOT OIL & GAS CORPORATION,99
28.651330,-98.799803,SIEGELE,CARRIZO EAGLE FORD LLC,46
28.847035,-98.391494,TIBETAN RED UNIT,EOG RESOURCES INCORPORATED,53
28.759448,-98.660102,DP UNIT,CINCO OIL & GAS LLC,85
28.759433,-98.660162,DP UNIT,CINCO OIL & GAS LLC,60
28.793853,-98.577255,STEIN UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,36
28.793853,-98.577333,STEIN UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,68
28.771227,-98.692676,BRAZOS UNIT,CABOT OIL & GAS CORPORATION,77
28.771236,-98.692631,BOSQUE UNIT,CABOT OIL & GAS CORPORATION,29
28.761615,-98.585207,MGS UNIT,ATLAS EAGLE FORD OPERATING CO LLC,89
28.761610,-98.585140,MGS UNIT,ATLAS EAGLE FORD OPERATING CO LLC,79
28.682061,-98.266219,GUAJILLO EAST,MARATHON OIL EF LLC,11
28.681944,-98.266353,GUAJILLO EAST,MARATHON OIL EF LLC,25
28.682003,-98.266286,GUAJILLO EAST,MARATHON OIL EF LLC,16
28.681886,-98.266419,GUAJILLO EAST,MARATHON OIL EF LLC,89
28.681828,-98.266486,GUAJILLO EAST,MARATHON OIL EF LLC,11
28.774631,-98.735567,SAN MARCOS UNIT,CABOT OIL & GAS CORPORATION,76
28.774941,-98.735600,SAN MARCOS UNIT,CABOT OIL & GAS CORPORATION,4
28.676677,-98.272543,GUAJILLO EAST,MARATHON OIL EF LLC,80
28.676622,-98.272613,GUAJILLO EAST,MARATHON OIL EF LLC,33
28.676568,-98.272683,GUAJILLO EAST,MARATHON OIL EF LLC,7
28.676513,-98.272753,GUAJILLO EAST,MARATHON OIL EF LLC,17
28.676458,-98.272823,GUAJILLO EAST,MARATHON OIL EF LLC,100
28.752078,-98.256639,TOM-SMITH UNIT B,MARATHON OIL EF LLC,93
28.752133,-98.256569,TOM-SMITH UNIT B,MARATHON OIL EF LLC,11
28.771247,-98.692583,RIO GRANDE UNIT,CABOT OIL & GAS CORPORATION,84
28.686068,-98.624423,CUELLAR,EOG RESOURCES INCORPORATED,9
28.686044,-98.624529,CUELLAR,EOG RESOURCES INCORPORATED,100
28.796314,-98.735739,DAVIS CLAY UNIT,CABOT OIL & GAS CORPORATION,77
28.796303,-98.735783,DAVIS MACO UNIT,CABOT OIL & GAS CORPORATION,51
28.820262,-98.518762,BELTRAN UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,40
28.811758,-98.535250,HIRSCH UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,69
28.811758,-98.535172,MASSARO UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,19
28.759183,-98.515367,PEAR UNIT,EOG RESOURCES INCORPORATED,50
28.786777,-98.612278,HINDES UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,71
28.786778,-98.612356,HINDES UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,22
28.792392,-98.692361,NECHES UNIT,CABOT OIL & GAS CORPORATION,23
28.792403,-98.692319,PEDERNALES UNIT,CABOT OIL & GAS CORPORATION,82
28.760653,-98.713316,TRINITY UNIT,CABOT OIL & GAS CORPORATION,25
28.812539,-98.608158,MCCOMAS UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,72
28.679583,-98.780983,RAINDROP UNIT,EOG RESOURCES INCORPORATED,51
28.812540,-98.608235,MCCOMAS UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,31
28.812540,-98.608314,MCCOMAS UNIT C,MURPHY EXPLORATION & PRODUCTION CO-USA,50
28.821431,-98.235650,BRISTER UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,59
28.821286,-98.235858,KELLNER UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,30
28.811359,-98.620079,MCCOMAS UNIT E,MURPHY EXPLORATION & PRODUCTION CO-USA,61
28.811302,-98.619999,MCCOMAS UNIT D,MURPHY EXPLORATION & PRODUCTION CO-USA,66
28.820148,-98.691419,BLANCO UNIT,CABOT OIL & GAS CORPORATION,58
28.807064,-98.709314,COMAL UNIT,CABOT OIL & GAS CORPORATION,61
28.807025,-98.709303,SAN SABA UNIT,CABOT OIL & GAS CORPORATION,98
28.820188,-98.691431,LAVACA UNIT,CABOT OIL & GAS CORPORATION,36
28.657008,-98.796494,RACCOON CREEK 1H,CABOT OIL & GAS CORPORATION,78
28.681769,-98.266550,GUAJILLO EAST,MARATHON OIL EF LLC,3
28.789710,-98.650810,WILSON BROTHERS UNIT,CINCO OIL & GAS LLC,54
28.713925,-98.496356,COCONUT UNIT,EOG RESOURCES INCORPORATED,78
28.819133,-98.684506,GUADALUPE UNIT,CABOT OIL & GAS CORPORATION,14
28.800524,-98.152379,SEILER-SCHUMANN-URBANCZYK ALLOCATION #1,XTO ENERGY INCORPORATED,59
28.800478,-98.152338,SEILER-SCHUMANN-URBANCZYK ALLOCATION #2,XTO ENERGY INCORPORATED,78
28.800440,-98.152298,SEILER-SCHUMANN-URBANCZYK ALLOCATION #3,XTO ENERGY INCORPORATED,75
28.800397,-98.152260,SEILER-SCHUMANN-URBANCZYK ALLOCATION #4,XTO ENERGY INCORPORATED,68
28.685742,-98.625956,CUELLAR,EOG RESOURCES INCORPORATED,86
28.774147,-98.551717,KASPER UNIT,ATLAS EAGLE FORD OPERATING CO LLC,15
28.774146,-98.551640,KASPER UNIT,ATLAS EAGLE FORD OPERATING CO LLC,87
28.689348,-98.783019,KINGPIN UNIT,EOG RESOURCES INCORPORATED,23
28.781239,-98.572728,JIMMY UNIT,ATLAS EAGLE FORD OPERATING CO LLC,89
28.766257,-98.605905,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,30
28.672139,-98.754978,MOONLIGHT,EOG RESOURCES INCORPORATED,21
28.802685,-98.149149,HKH ALLOCATION #1,XTO ENERGY INCORPORATED,6
28.802644,-98.149108,HKH ALLOCATION #2,XTO ENERGY INCORPORATED,8
28.808886,-98.140758,HKH ALLOCATION #4,XTO ENERGY INCORPORATED,21
28.766257,-98.605827,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,85
28.766258,-98.605747,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,15
28.766257,-98.605671,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,73
28.766228,-98.603139,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,94
28.802604,-98.149066,HKH ALLOCATION #3,XTO ENERGY INCORPORATED,100
28.766227,-98.603060,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,21
28.766227,-98.602983,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,64
28.766228,-98.602903,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,8
28.659189,-98.281225,GUAJILLO UNIT 9 SOUTH,MARATHON OIL EF LLC,61
28.659147,-98.281306,GUAJILLO UNIT 9 SOUTH,MARATHON OIL EF LLC,23
28.659103,-98.281386,GUAJILLO UNIT 9 SOUTH,MARATHON OIL EF LLC,39
28.659061,-98.281467,GUAJILLO UNIT 9 SOUTH,MARATHON OIL EF LLC,69
28.808843,-98.140718,HKHR ALLOCATION #5,XTO ENERGY INCORPORATED,38
28.808801,-98.140678,HKHR ALLOCATION #6,XTO ENERGY INCORPORATED,94
28.654905,-98.430048,TG UNIT,CARRIZO EAGLE FORD LLC,97
28.654932,-98.430012,TG UNIT,CARRIZO EAGLE FORD LLC,25
28.808759,-98.140639,HKHR ALLOCATION #7,XTO ENERGY INCORPORATED,34
28.654959,-98.429976,TG UNIT,CARRIZO EAGLE FORD LLC,26
28.808717,-98.140600,HKHR ALLOCATION #8,XTO ENERGY INCORPORATED,100
28.759897,-98.591117,MGS UNIT,ATLAS EAGLE FORD OPERATING CO LLC,86
28.789263,-98.600503,BIRDWELL UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,90
28.759897,-98.591036,MGS UNIT,ATLAS EAGLE FORD OPERATING CO LLC,3
28.698228,-98.780386,SUNSHINE UNIT,EOG RESOURCES INCORPORATED,74
28.709972,-98.632397,PANCHO WEST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,50
28.710006,-98.632247,PANCHO WEST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,5
28.710036,-98.632094,PANCHO WEST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,14
28.710123,-98.626796,PANCHO EAST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,25
28.710121,-98.626640,PANCHO EAST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,76
28.802203,-98.224844,PAWLIK-RODRIGUEZ UNIT,ENERVEST OPERATING LLC,15
28.716555,-98.780565,THUNDER UNIT,EOG RESOURCES INCORPORATED,19
28.749353,-98.485158,PUMPKIN UNIT,EOG RESOURCES INCORPORATED,68
28.685875,-98.627031,CUELLAR,EOG RESOURCES INCORPORATED,59
28.695520,-98.581840,PULSAR,EOG RESOURCES INCORPORATED,37
28.758792,-98.505847,TOMATO UNIT,EOG RESOURCES INCORPORATED,64
28.682149,-98.465721,PEELER RANCH EFS,SEA EAGLE FORD LLC,68
28.660166,-98.412250,GLOVER-RAYES `A` UNIT,CARRIZO EAGLE FORD LLC,24
28.660166,-98.412297,GLOVER-RAYES `A` UNIT,CARRIZO EAGLE FORD LLC,63
28.660160,-98.412160,GLOVER-RAYES `B` UNIT,CARRIZO EAGLE FORD LLC,77
28.660166,-98.412203,GLOVER-RAYES B UNIT,CARRIZO EAGLE FORD LLC,59
28.660166,-98.412343,GLOVER-RAYES `B` UNIT,CARRIZO EAGLE FORD LLC,31
28.661994,-98.271614,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,13
28.661911,-98.271775,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,12
28.661953,-98.271694,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,63
28.661869,-98.271856,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,97
28.661826,-98.271936,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,11
28.904114,-98.473992,BULLSEYE UNIT,ABRAXAS PETROLEUM CORPORATION,22
28.680011,-98.640514,CUELLAR,EOG RESOURCES INCORPORATED,95
28.646427,-98.292207,GUAJILLO UNIT 16 SOUTH,MARATHON OIL EF LLC,31
28.646450,-98.292021,GUAJILLO UNIT 16 SOUTH,MARATHON OIL EF LLC,94
28.646439,-98.292114,GUAJILLO UNIT 16 SOUTH,MARATHON OIL EF LLC,43
28.646416,-98.292299,GUAJILLO UNIT 16 SOUTH,MARATHON OIL EF LLC,84
28.745406,-98.587936,GALAXY UNIT,EOG RESOURCES INCORPORATED,11
28.739964,-98.486097,KIWI UNIT,EOG RESOURCES INCORPORATED,40
28.779114,-98.777908,MERCURY 1H,CABOT OIL & GAS CORPORATION,21
28.779103,-98.777954,MERCURY 2H,CABOT OIL & GAS CORPORATION,70
28.758801,-98.671796,RDG UNIT,CINCO OIL & GAS LLC,87
28.758815,-98.671736,EC NORTH UNIT,CINCO OIL & GAS LLC,15
28.743534,-98.581241,RVR,EOG RESOURCES INCORPORATED,58
28.844058,-98.214642,JENDRUSCH GEROLD UNIT,EOG RESOURCES INCORPORATED,16
28.844100,-98.214564,JENDRUSCH-GEROLD UNIT,EOG RESOURCES INCORPORATED,73
28.828666,-98.198439,JENDRUSCH-GEROLD UNIT,EOG RESOURCES INCORPORATED,67
28.844786,-98.213356,JENDRUSCH-GEROLD UNIT,EOG RESOURCES INCORPORATED,13
28.658577,-98.561724,COUNTISS,CHESAPEAKE OPERATING LLC,44
28.658575,-98.561630,COUNTISS,CHESAPEAKE OPERATING LLC,96
28.658574,-98.561537,COUNTISS,CHESAPEAKE OPERATING LLC,12
28.658573,-98.561443,COUNTISS,CHESAPEAKE OPERATING LLC,90
28.716629,-98.780495,LIGHTNING UNIT,EOG RESOURCES INCORPORATED,68
28.682105,-98.241964,MAY R `B`,MARATHON OIL EF LLC,19
28.682158,-98.241893,MAY R `B`,MARATHON OIL EF LLC,53
28.682211,-98.241821,MAY R `B`,MARATHON OIL EF LLC,97
28.802017,-98.123756,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,86
28.802071,-98.123687,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,25
28.784539,-98.789500,GAP 1H,CABOT OIL & GAS CORPORATION,26
28.805108,-98.117750,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,36
28.805172,-98.117808,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,57
28.805233,-98.117869,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,18
28.703403,-98.622686,MAR RANCH,ATLAS EAGLE FORD OPERATING CO LLC,77
28.701843,-98.625265,MAR RANCH,ATLAS EAGLE FORD OPERATING CO LLC,89
28.709341,-98.622647,MAR RANCH,ATLAS EAGLE FORD OPERATING CO LLC,89
28.709481,-98.622644,MAR RANCH,ATLAS EAGLE FORD OPERATING CO LLC,96
28.711922,-98.661469,CUELLAR,EOG RESOURCES INCORPORATED,86
28.713156,-98.660211,CUELLAR,EOG RESOURCES INCORPORATED,64
28.847392,-98.514553,JOANNE UNIT,EOG RESOURCES INCORPORATED,55
28.704125,-98.458694,PEELER RANCH EFS,SEA EAGLE FORD LLC,88
28.753336,-98.485544,AVOCADO UNIT,EOG RESOURCES INCORPORATED,63
28.735449,-98.732836,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,9
28.735426,-98.732747,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,71
28.735402,-98.732657,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,24
28.734187,-98.727686,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,66
28.734164,-98.727596,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,100
28.699003,-98.504628,WATERMELON UNIT,EOG RESOURCES INCORPORATED,52
28.784075,-98.628971,JUNE BUG UNIT,CINCO OIL & GAS LLC,37
28.784089,-98.628911,A RANCH UNIT,CINCO OIL & GAS LLC,78
28.758791,-98.443091,PEELER J `A` UNIT,CARRIZO EAGLE FORD LLC,73
28.758791,-98.443044,PEELER J `A` UNIT,CARRIZO EAGLE FORD LLC,10
28.758792,-98.442997,PEELER J `A` UNIT,CARRIZO EAGLE FORD LLC,3
28.643156,-98.295849,GUAJILLO WEST,MARATHON OIL EF LLC,70
28.643236,-98.295823,GUAJILLO WEST,MARATHON OIL EF LLC,15
28.643315,-98.295798,GUAJILLO WEST,MARATHON OIL EF LLC,27
28.643394,-98.295772,GUAJILLO WEST,MARATHON OIL EF LLC,7
28.643474,-98.295746,GUAJILLO WEST,MARATHON OIL EF LLC,34
30.061111,-96.454167,GOLDBERG UNIT,ENERVEST OPERATING LLC,15
30.050833,-96.433611,GLAESER UNIT,ENERVEST OPERATING LLC,76
30.051627,-96.469457,SCHULZ UNIT,RME PETROLEUM COMPANY,53
30.063333,-96.434444,BOECKER CALVIN UNIT,CRAWFORD HUGHES OPERATING CO,6
30.025706,-96.413217,ELLER UNIT,CRAWFORD HUGHES OPERATING CO,98
30.059444,-96.412222,RAINS TRUST UNIT,ENERVEST OPERATING LLC,68
30.040556,-96.448334,THELDICK UNIT,CRAWFORD HUGHES OPERATING CO,96
30.018982,-96.467924,TITAN,MAGNUM PRODUCING LIMITED PARTNERSHIP,68
30.023611,-96.382778,NEHRKORN UNIT,CRAWFORD HUGHES OPERATING CO,65
30.051389,-96.403889,DIERKING UNIT,ENERVEST OPERATING LLC,98
30.066945,-96.388056,PEARLIE MAE UNIT,ENERVEST OPERATING LLC,82
30.077778,-96.400556,WILLIAMS CREEK,CHESAPEAKE OPERATING INCORPORATED,36
30.016667,-96.433333,SHUPAK UNIT,CRAWFORD HUGHES OPERATING CO,3
30.044722,-96.396111,HENSKE UNIT,ENERVEST OPERATING LLC,75
30.070185,-96.372367,MORRIS UNIT,ENERVEST OPERATING LLC,24
29.992500,-96.437222,APOLLO UNIT,ENERVEST OPERATING LLC,70
29.914217,-96.412471,PHOENIX UNIT,CHEVRON U S A INCORPORATED,92
30.040749,-96.402279,RINN UNIT,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,12
30.044372,-96.511358,BLEZINGER UNIT,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,82
30.054244,-96.415026,DIERKING UNIT,ENERVEST OPERATING LLC,66
30.040057,-96.434198,GLAESER UNIT,ENERVEST OPERATING LLC,75
30.057593,-96.446025,GOLDBERG UNIT,ENERVEST OPERATING LLC,27
30.031445,-96.431976,MIKESKA UNIT A,CRAWFORD HUGHES OPERATING CO,47
30.060336,-96.425311,RAINS TRUST UNIT,ENERVEST OPERATING LLC,18
30.069552,-96.396475,PEARLIE MAE UNIT,ENERVEST OPERATING LLC,92
30.032780,-96.414720,ELLER UNIT,CRAWFORD HUGHES OPERATING CO,67
30.047222,-97.036389,MOTEN UNIT,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,88
30.152322,-97.058372,BEHRENS UNIT,TRIVISTA OPERATING LLC,20
29.944334,-97.160259,BONNO S,BBX OPERATING LIMITED LIABILITY CORP,36
30.209246,-97.135030,MAGGIE UNIT,CREATIVE OIL & GAS OPERATING LLC,9
30.184557,-97.130261,MARBURGER ALLAN,GEOSOUTHERN ENERGY CORPORATION,71
30.196496,-97.124794,HERMS ERNA,GEOSOUTHERN ENERGY CORPORATION,73
30.176721,-97.137151,WEBB UNIT,CREATIVE OIL & GAS OPERATING LLC,66
30.162339,-97.138098,TYRA,CREATIVE OIL & GAS OPERATING LLC,18
30.216772,-97.108661,KUHN,LEEXUS OIL LIMITED LIABILITY CORP,66
30.206882,-97.118245,SCHINDLER,GEOSOUTHERN ENERGY CORPORATION,22
30.230592,-97.117264,SMITH,GEOSOUTHERN ENERGY CORPORATION,44
30.187035,-97.126457,MARBUGER ALLAN,GEOSOUTHERN ENERGY CORPORATION,67
30.227342,-97.099938,KUHN `A`,LEEXUS OIL LIMITED LIABILITY CORP,63
30.212702,-97.121640,ZIMMERHANZEL,GEOSOUTHERN ENERGY CORPORATION,72
30.221204,-97.107674,HODDE,GEOSOUTHERN ENERGY CORPORATION,83
30.193132,-97.122985,MARBURGER ALLAN,GEOSOUTHERN ENERGY CORPORATION,83
30.248648,-97.099380,GRAETER,GEOSOUTHERN ENERGY CORPORATION,1
30.073481,-97.041000,DROEMER 114 UNIT,WILDHORSE RESOURCES MANAGEMENT CO LLC,29
30.082575,-97.074278,RUSSELL,ONE CYPRESS TRUCKING INCORPORATED,97
30.082331,-97.085073,GILLET UNIT,ONE CYPRESS TRUCKING INCORPORATED,52
30.082203,-97.097827,WILLMON,ONE CYPRESS TRUCKING INCORPORATED,67
30.091317,-97.098644,HAMILTON-READER,ONE CYPRESS TRUCKING INCORPORATED,2
33.618980,-99.074581,COWAN RANCH `206`,VERDUGO-PABLO ENERGY LLC,49
33.585920,-99.033140,COVINGTON,METANO ENERGY III LIMITED PARTNERSHIP,49
33.583505,-99.032686,COVINGTON,METANO ENERGY III LIMITED PARTNERSHIP,34
33.586439,-98.995681,COVINGTON,METANO ENERGY III LIMITED PARTNERSHIP,48
33.585142,-98.989395,BUCKALEW,VERDUGO-PABLO ENERGY LLC,15
33.613914,-99.070991,CAROLYN 207,VERDUGO-PABLO ENERGY LLC,93
28.621069,-97.982982,GORDON GAS UNIT,PIONEER NATURAL RESOURCES USA INC,81
28.611512,-98.000381,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,76
28.598358,-98.028887,LEPPARD J A,PIONEER NATURAL RESOURCES USA INC,86
28.591362,-98.021181,CURRER G W GAS UNIT,PIONEER NATURAL RESOURCES USA INC,65
28.588208,-98.030522,TURNER S E GAS UNIT,PIONEER NATURAL RESOURCES USA INC,20
28.627820,-97.982918,GORDON GAS UNIT,PIONEER NATURAL RESOURCES USA INC,10
28.599597,-98.009713,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,17
28.604317,-98.006797,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,78
28.597650,-98.023468,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,61
28.624301,-97.987891,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,94
28.595021,-98.028816,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,3
28.609596,-97.991238,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,84
28.606580,-98.004524,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,8
28.619468,-97.987282,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,39
28.610693,-97.998502,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,7
28.616900,-97.993450,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,22
